RANK,SX,CAT,LOC,Category,COLLEGE,PHASE
106106,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
122334,F,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
122423,F,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
125363,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
128267,F,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
129164,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
129371,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
131695,F,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
131851,F,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
132584,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
134028,M,OBC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
149703,F,BC-B,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
151474,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
167626,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
181755,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
185465,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
190274,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
197351,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
212412,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
215955,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
218417,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
233044,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
237322,F,BC-E,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
247570,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
249856,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
256094,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
264503,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
266666,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
266694,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
267068,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
269069,M,BC-B,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
273077,F,BC-B,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
273116,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
273140,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
275161,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
279982,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
281481,F,SC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
281749,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
281941,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
282130,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
282858,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
285398,M,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
286652,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
286662,F,ST,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
286967,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
288530,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
288727,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
289026,F,ST,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
289091,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
290386,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
290632,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
290639,F,ST,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
292236,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
292813,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
292940,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
292991,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
293037,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
293901,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
294330,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
294455,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
296416,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
298097,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
299181,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
299658,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
301207,M,BC-C,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
301286,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
302699,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
302938,M,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
303226,F,BC-B,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
303236,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
467562,F,BC-D,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
487921,M,OC,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
499774,M,BC-D,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
527126,F,BC-A,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
539372,F,BC-B,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
543742,F,OC,OTHERS,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
588742,M,SC,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
827297,M,BC-A,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
834251,F,ST,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
1181269,F,BC-D,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P1
70360,M,OC,AP,,"Government Medical College, Eluru",P1
77922,F,OC,AP,,"Government Medical College, Eluru",P1
89442,F,BC-D,AP,,"Government Medical College, Eluru",P1
90294,F,OC,AP,,"Government Medical College, Eluru",P1
96168,M,OC,AP,,"Government Medical College, Eluru",P1
99042,M,OC,AP,,"Government Medical College, Eluru",P1
108170,F,BC-D,AP,,"Government Medical College, Eluru",P1
111507,M,BC-D,AP,,"Government Medical College, Eluru",P1
112090,M,OC,AP,,"Government Medical College, Eluru",P1
115858,M,OC,AP,,"Government Medical College, Eluru",P1
121690,M,BC-B,AP,,"Government Medical College, Eluru",P1
122114,F,OC,AP,,"Government Medical College, Eluru",P1
129664,M,OC,AP,,"Government Medical College, Eluru",P1
142354,F,OC,AP,,"Government Medical College, Eluru",P1
144071,F,BC-B,AP,,"Government Medical College, Eluru",P1
145522,F,OC,AP,,"Government Medical College, Eluru",P1
146446,M,BC-D,AP,,"Government Medical College, Eluru",P1
151896,F,OC,AP,,"Government Medical College, Eluru",P1
160507,F,OC,AP,,"Government Medical College, Eluru",P1
162974,M,OC,AP,,"Government Medical College, Eluru",P1
165273,M,BC-A,AP,,"Government Medical College, Eluru",P1
168728,M,OC,AP,,"Government Medical College, Eluru",P1
169301,F,OC,AP,,"Government Medical College, Eluru",P1
172131,M,BC-D,AP,,"Government Medical College, Eluru",P1
178896,M,OC,AP,,"Government Medical College, Eluru",P1
179629,F,OC,AP,,"Government Medical College, Eluru",P1
183323,F,BC-D,AP,,"Government Medical College, Eluru",P1
184082,F,OC,AP,,"Government Medical College, Eluru",P1
187815,F,BC-E,AP,,"Government Medical College, Eluru",P1
188097,F,SC,AP,,"Government Medical College, Eluru",P1
189313,F,OC,AP,,"Government Medical College, Eluru",P1
189335,F,OC,AP,,"Government Medical College, Eluru",P1
189635,F,OC,AP,,"Government Medical College, Eluru",P1
200660,F,OC,AP,,"Government Medical College, Eluru",P1
205454,F,BC-A,AP,,"Government Medical College, Eluru",P1
207259,M,BC-A,AP,,"Government Medical College, Eluru",P1
207703,M,OC,AP,,"Government Medical College, Eluru",P1
210764,M,OC,AP,,"Government Medical College, Eluru",P1
211112,F,SC,AP,,"Government Medical College, Eluru",P1
211439,M,BC-D,AP,,"Government Medical College, Eluru",P1
212639,F,BC-B,AP,,"Government Medical College, Eluru",P1
212776,M,BC-A,AP,,"Government Medical College, Eluru",P1
212847,M,OC,AP,,"Government Medical College, Eluru",P1
212968,M,OC,AP,,"Government Medical College, Eluru",P1
214189,F,BC-D,AP,,"Government Medical College, Eluru",P1
421511,M,OC,AP,NRI,"Government Medical College, Eluru",P1
601915,M,OC,OTHERS,NRI,"Government Medical College, Eluru",P1
613943,M,OC,AP,NRI,"Government Medical College, Eluru",P1
766632,M,BC-C,AP,NRI,"Government Medical College, Eluru",P1
877649,F,OC,AP,NRI,"Government Medical College, Eluru",P1
919540,F,OC,AP,NRI,"Government Medical College, Eluru",P1
927773,M,BC-A,AP,NRI,"Government Medical College, Eluru",P1
1061298,F,BC-A,OTHERS,NRI,"Government Medical College, Eluru",P1
68913,F,OC,AP,,"Government Medical College, Machilipatnam",P1
85829,F,BC-D,AP,,"Government Medical College, Machilipatnam",P1
95466,M,OC,AP,,"Government Medical College, Machilipatnam",P1
97715,M,OC,AP,,"Government Medical College, Machilipatnam",P1
110211,M,OC,AP,,"Government Medical College, Machilipatnam",P1
111042,F,OC,AP,,"Government Medical College, Machilipatnam",P1
154019,F,OC,AP,,"Government Medical College, Machilipatnam",P1
168310,M,BC-E,AP,,"Government Medical College, Machilipatnam",P1
176387,F,OC,AP,,"Government Medical College, Machilipatnam",P1
183259,F,BC-B,AP,,"Government Medical College, Machilipatnam",P1
185491,M,SC,AP,,"Government Medical College, Machilipatnam",P1
188387,F,BC-A,AP,,"Government Medical College, Machilipatnam",P1
194761,F,BC-C,AP,,"Government Medical College, Machilipatnam",P1
200049,F,SC,AP,,"Government Medical College, Machilipatnam",P1
200613,F,OC,AP,,"Government Medical College, Machilipatnam",P1
201253,F,BC-A,AP,,"Government Medical College, Machilipatnam",P1
208251,F,BC-E,AP,,"Government Medical College, Machilipatnam",P1
208630,F,BC-B,AP,,"Government Medical College, Machilipatnam",P1
208725,M,BC-A,AP,,"Government Medical College, Machilipatnam",P1
211450,M,BC-A,AP,,"Government Medical College, Machilipatnam",P1
212344,M,BC-D,AP,,"Government Medical College, Machilipatnam",P1
212664,F,OC,AP,,"Government Medical College, Machilipatnam",P1
214308,F,OC,AP,,"Government Medical College, Machilipatnam",P1
215233,M,BC-D,AP,,"Government Medical College, Machilipatnam",P1
215556,M,OC,AP,,"Government Medical College, Machilipatnam",P1
216426,F,SC,AP,,"Government Medical College, Machilipatnam",P1
216787,M,OC,AP,,"Government Medical College, Machilipatnam",P1
216794,M,BC-C,AP,,"Government Medical College, Machilipatnam",P1
216801,M,BC-A,AP,,"Government Medical College, Machilipatnam",P1
216815,F,OC,AP,,"Government Medical College, Machilipatnam",P1
217006,M,SC,AP,,"Government Medical College, Machilipatnam",P1
217014,F,BC-A,AP,,"Government Medical College, Machilipatnam",P1
217948,M,OC,AP,,"Government Medical College, Machilipatnam",P1
218640,F,BC-D,AP,,"Government Medical College, Machilipatnam",P1
219760,F,SC,AP,,"Government Medical College, Machilipatnam",P1
219903,F,BC-B,AP,,"Government Medical College, Machilipatnam",P1
221301,F,OC,AP,,"Government Medical College, Machilipatnam",P1
221317,M,BC-B,AP,,"Government Medical College, Machilipatnam",P1
222452,M,BC-D,AP,,"Government Medical College, Machilipatnam",P1
223102,F,SC,AP,,"Government Medical College, Machilipatnam",P1
224064,M,BC-E,AP,,"Government Medical College, Machilipatnam",P1
224966,F,OC,AP,,"Government Medical College, Machilipatnam",P1
225664,F,OC,AP,,"Government Medical College, Machilipatnam",P1
225826,F,SC,AP,,"Government Medical College, Machilipatnam",P1
227004,F,ST,AP,,"Government Medical College, Machilipatnam",P1
457129,F,SC,AP,NRI,"Government Medical College, Machilipatnam",P1
672681,F,OC,AP,NRI,"Government Medical College, Machilipatnam",P1
757829,M,OC,AP,NRI,"Government Medical College, Machilipatnam",P1
885427,F,BC-A,AP,NRI,"Government Medical College, Machilipatnam",P1
67631,F,OC,AP,,"Government Medical College, Nandyal",P1
69788,F,OC,AP,,"Government Medical College, Nandyal",P1
78216,F,OC,AP,,"Government Medical College, Nandyal",P1
79223,M,OC,AP,,"Government Medical College, Nandyal",P1
85090,F,OC,AP,,"Government Medical College, Nandyal",P1
90882,M,OC,AP,,"Government Medical College, Nandyal",P1
92505,M,OC,AP,,"Government Medical College, Nandyal",P1
96216,F,OC,AP,,"Government Medical College, Nandyal",P1
97932,F,OC,AP,,"Government Medical College, Nandyal",P1
102581,F,OC,AP,,"Government Medical College, Nandyal",P1
107156,M,OC,AP,,"Government Medical College, Nandyal",P1
110441,F,OC,AP,,"Government Medical College, Nandyal",P1
120641,F,OC,AP,,"Government Medical College, Nandyal",P1
125827,F,BC-A,AP,,"Government Medical College, Nandyal",P1
126925,M,BC-B,AP,,"Government Medical College, Nandyal",P1
133722,M,OC,AP,,"Government Medical College, Nandyal",P1
134164,M,OC,AP,,"Government Medical College, Nandyal",P1
137445,M,OC,AP,,"Government Medical College, Nandyal",P1
138506,F,OC,AP,,"Government Medical College, Nandyal",P1
140285,M,BC-B,AP,,"Government Medical College, Nandyal",P1
140825,F,BC-D,AP,,"Government Medical College, Nandyal",P1
141309,M,OC,AP,,"Government Medical College, Nandyal",P1
143357,M,BC-D,AP,,"Government Medical College, Nandyal",P1
144238,M,OC,AP,,"Government Medical College, Nandyal",P1
144407,M,BC-D,AP,,"Government Medical College, Nandyal",P1
145071,M,BC-D,AP,,"Government Medical College, Nandyal",P1
152216,M,BC-D,AP,,"Government Medical College, Nandyal",P1
154733,F,BC-A,AP,,"Government Medical College, Nandyal",P1
156142,M,OC,AP,,"Government Medical College, Nandyal",P1
157379,M,OC,AP,,"Government Medical College, Nandyal",P1
164107,F,BC-D,AP,,"Government Medical College, Nandyal",P1
165218,M,BC-E,AP,,"Government Medical College, Nandyal",P1
165256,F,OC,AP,,"Government Medical College, Nandyal",P1
175055,M,OC,AP,,"Government Medical College, Nandyal",P1
176797,M,OC,AP,,"Government Medical College, Nandyal",P1
178790,M,BC-E,AP,,"Government Medical College, Nandyal",P1
179559,F,BC-D,AP,,"Government Medical College, Nandyal",P1
180212,F,BC-B,AP,,"Government Medical College, Nandyal",P1
180215,F,BC-D,AP,,"Government Medical College, Nandyal",P1
181565,F,OC,AP,,"Government Medical College, Nandyal",P1
182232,M,BC-E,AP,,"Government Medical College, Nandyal",P1
182818,M,OC,AP,,"Government Medical College, Nandyal",P1
184170,F,OC,AP,,"Government Medical College, Nandyal",P1
185669,M,OC,AP,,"Government Medical College, Nandyal",P1
185926,M,OC,AP,,"Government Medical College, Nandyal",P1
315942,M,OC,AP,NRI,"Government Medical College, Nandyal",P1
361384,F,BC-D,AP,NRI,"Government Medical College, Nandyal",P1
447728,F,OC,AP,NRI,"Government Medical College, Nandyal",P1
460522,M,BC-A,AP,NRI,"Government Medical College, Nandyal",P1
545337,M,OC,AP,NRI,"Government Medical College, Nandyal",P1
626001,M,OC,AP,NRI,"Government Medical College, Nandyal",P1
696693,M,OC,AP,NRI,"Government Medical College, Nandyal",P1
782075,F,OC,AP,NRI,"Government Medical College, Nandyal",P1
799899,M,BC-D,AP,NRI,"Government Medical College, Nandyal",P1
829361,M,OC,AP,NRI,"Government Medical College, Nandyal",P1
848999,F,OC,AP,NRI,"Government Medical College, Nandyal",P1
1015190,F,SC,AP,NRI,"Government Medical College, Nandyal",P1
1029887,M,ST,AP,NRI,"Government Medical College, Nandyal",P1
1094254,M,BC-B,AP,NRI,"Government Medical College, Nandyal",P1
1146886,F,BC-E,AP,NRI,"Government Medical College, Nandyal",P1
78802,M,OC,AP,,"Government Medical College, Rajamahendravaram",P1
81714,F,BC-D,AP,,"Government Medical College, Rajamahendravaram",P1
87932,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
91093,M,OC,AP,,"Government Medical College, Rajamahendravaram",P1
92007,F,BC-D,AP,,"Government Medical College, Rajamahendravaram",P1
94361,M,OC,AP,,"Government Medical College, Rajamahendravaram",P1
100572,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
112201,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
120557,F,BC-D,AP,,"Government Medical College, Rajamahendravaram",P1
122630,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
124805,M,OC,AP,,"Government Medical College, Rajamahendravaram",P1
125842,M,BC-D,AP,,"Government Medical College, Rajamahendravaram",P1
128834,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
130998,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
133181,F,BC-A,AP,,"Government Medical College, Rajamahendravaram",P1
134777,F,BC-D,AP,,"Government Medical College, Rajamahendravaram",P1
136655,M,BC-D,AP,,"Government Medical College, Rajamahendravaram",P1
138698,F,BC-A,AP,,"Government Medical College, Rajamahendravaram",P1
138986,M,OC,AP,,"Government Medical College, Rajamahendravaram",P1
141287,M,BC-A,AP,,"Government Medical College, Rajamahendravaram",P1
144485,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
145756,M,BC-D,AP,,"Government Medical College, Rajamahendravaram",P1
145809,F,BC-B,AP,,"Government Medical College, Rajamahendravaram",P1
154620,M,OC,AP,,"Government Medical College, Rajamahendravaram",P1
161862,F,BC-B,AP,,"Government Medical College, Rajamahendravaram",P1
165730,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
168802,F,BC-B,AP,,"Government Medical College, Rajamahendravaram",P1
170408,M,BC-B,AP,,"Government Medical College, Rajamahendravaram",P1
176783,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
184463,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
188443,M,OC,AP,,"Government Medical College, Rajamahendravaram",P1
188642,M,OC,AP,,"Government Medical College, Rajamahendravaram",P1
192152,F,BC-A,AP,,"Government Medical College, Rajamahendravaram",P1
193680,M,BC-B,AP,,"Government Medical College, Rajamahendravaram",P1
194586,M,OC,AP,,"Government Medical College, Rajamahendravaram",P1
194631,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
196327,M,SC,AP,,"Government Medical College, Rajamahendravaram",P1
197911,F,OC,AP,,"Government Medical College, Rajamahendravaram",P1
198480,F,BC-D,AP,,"Government Medical College, Rajamahendravaram",P1
202678,F,SC,AP,,"Government Medical College, Rajamahendravaram",P1
