COLLEGE,RANK,LOC,CAT,SX,MINOR,NRI,ACDS,PHASE,Category
"MAMATA MEDICAL COLLEGE, KHAMMAM",95847,NL,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",98897,NL,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",99497,NL,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",99741,NL,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",158148,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",182090,OU,BCB,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",187975,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",189349,OU,BCD,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",191343,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",202664,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",202786,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",208376,OU,BCE,F,MSM,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",214527,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",218302,OU,BCD,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",219794,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",226633,OU,BCB,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",227028,OU,BCE,M,MSM,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",228460,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",228711,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",230042,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",230448,OU,BCD,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",231379,OU,BCD,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",232879,OU,BCD,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",236132,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",239467,OU,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",242438,OU,BCE,F,MSM,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",242643,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",243716,OU,BCD,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",245108,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",248399,OU,BCD,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",248726,OU,SC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",252111,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",253926,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",260375,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",261330,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",263114,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",264780,OU,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",266564,OU,BCB,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",266644,OU,BCD,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",268125,OU,BCD,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",268804,OU,OC,M,MSM,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",269752,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",270765,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",271394,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",271731,OU,BCB,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",272047,OU,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",274594,OU,BCA,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",274655,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",277178,OU,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",281669,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",281820,OU,BCD,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",281821,OU,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",281966,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",283201,OU,BCB,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",283631,OU,BCB,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",283774,OU,OC,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",283932,OU,BCD,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",284899,OU,BCB,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",286148,OU,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",286777,OU,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",287437,OU,BCD,F,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",288446,OU,OC,M,NO,NO,NO,P1,B
"MAMATA MEDICAL COLLEGE, KHAMMAM",540856,NL,OC,F,NO,NRI,NO,P1,C
"MAMATA MEDICAL COLLEGE, KHAMMAM",864763,NL,OC,F,NO,NRI,NO,P1,C
"MAMATA MEDICAL COLLEGE, KHAMMAM",1029887,SVU,ST,M,NO,NRI,NO,P1,C
"MAMATA MEDICAL COLLEGE, KHAMMAM",1133664,OU,BCB,M,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",109189,AU,BCA,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",109404,NL,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",113158,NL,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",113166,AU,BCA,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",114377,NL,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",114573,NL,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",117896,NL,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",119234,NL,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",121127,NL,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",121997,AU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",122423,NL,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",174414,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",179708,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",190667,OU,BCD,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",204951,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",214163,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",223308,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",227062,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",233537,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",239040,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",239141,OU,BCB,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",269706,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",279893,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",285942,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",286671,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",286799,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",288706,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",288745,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",291564,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292568,OU,OC,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292793,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",293799,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",294474,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",294796,OU,BCD,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",295656,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",296112,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",297927,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",298312,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",301571,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",301726,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",301835,OU,OC,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",305426,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",307945,OU,OC,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",310233,OU,ST,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",310629,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",310962,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",312076,OU,BCB,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",314491,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",317244,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",317893,OU,SC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",319029,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",320209,OU,OC,M,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",321572,OU,BCD,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",321735,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",323185,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",323435,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",323622,OU,BCE,M,MSM,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325456,OU,BCA,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325506,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325518,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325817,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",329064,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",329416,OU,BCB,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",331624,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",332044,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",334086,OU,BCE,M,MSM,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",335378,OU,OC,M,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",335446,OU,ST,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",335694,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",337350,OU,OC,F,NO,NO,NO,P1,B
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",371988,NL,OC,M,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",483777,OU,OC,M,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",726416,OU,BCB,M,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",789312,OU,BCE,F,MSM,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",803788,OU,BCB,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",821241,OU,BCB,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",896902,OU,OC,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",897064,OU,SC,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1068512,OU,BCD,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1108315,OU,BCB,F,NO,NRI,NO,P1,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",100297,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",105181,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",105265,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",106563,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",107291,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",107596,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",107778,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",108983,NL,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",110252,NL,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",111981,NL,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",113351,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",113544,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",114219,AU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",216729,OU,BCB,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",232912,OU,BCB,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",248806,OU,BCB,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",248976,OU,OC,M,MSM,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",249211,OU,BCB,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",254942,OU,BCB,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",274797,OU,BCE,M,MSM,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",288722,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",288826,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",289272,OU,BCE,F,MSM,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",289504,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292194,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292257,OU,BCB,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",294277,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",299820,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",301299,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",302886,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",304769,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",306582,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",306616,OU,ST,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",307960,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",310177,OU,OC,F,NO,NRI,NO,P1,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",310258,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",314675,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",315284,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",318359,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",318701,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",320417,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",323867,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",324382,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325522,OU,OC,M,MSM,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",327451,OU,BCB,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",329405,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",329452,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",330412,OU,SC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",331090,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",332183,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",332666,OU,ST,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",333851,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",334515,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",334787,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",335435,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",337583,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",337590,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",338073,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",338074,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",339308,OU,BCB,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",339731,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",341034,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",341526,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",341582,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",343241,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",343245,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",343826,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",344222,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",345338,OU,SC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",345414,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",346253,OU,BCA,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",346396,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347259,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347317,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347358,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347473,OU,OC,F,NO,NO,NO,P1,B
