COLLEGE,RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,EWS
"Andhra Medical College, Visakhapatnam",56099,1228010125,560,F,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",57331,1222020339,559,F,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",58176,1228010375,557,F,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",58178,1205110070,557,F,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",60584,1222030036,554,F,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",61359,1205160283,553,F,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",61665,1206100217,553,M,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",62361,1206020278,552,F,BCE,AU,P1,NO
"Andhra Medical College, Visakhapatnam",62861,1205060523,551,M,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",63273,1205230125,551,F,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",63703,1206010022,550,M,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",63741,1222010599,550,M,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",64312,1201010336,550,M,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",64770,1228010096,549,M,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",65283,1201050181,548,M,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",65337,1209010472,548,M,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",65652,1205060600,548,F,BCE,AU,P1,NO
"Andhra Medical College, Visakhapatnam",65824,1224010366,548,F,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",66827,1229030079,546,F,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",67689,1205180122,545,F,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",72851,1205200230,539,F,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",73497,1222010753,538,F,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",74365,1206060272,537,F,BCD,AU,P1,NO
"Andhra Medical College, Visakhapatnam",82234,1205200395,528,F,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",85559,1205160166,525,M,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",88385,1224020096,521,F,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",89751,1204090213,520,F,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",92012,1205210204,517,M,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",97505,1205270100,512,M,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",103283,1206050055,505,M,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",111053,1229050099,497,F,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",113433,3115110332,495,M,ST,AU,P1,NO
"Andhra Medical College, Visakhapatnam",218177,1205110352,408,F,BCA,AU,P1,NO
"Andhra Medical College, Visakhapatnam",227357,1201010009,402,F,BCB,AU,P1,NO
"Andhra Medical College, Visakhapatnam",325851,1205020157,344,M,BCA,AU,P1,NO
"Andhra Medical College, Visakhapatnam",405848,1213010818,306,F,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",631568,1205060088,224,F,SC,AU,P1,NO
"Andhra Medical College, Visakhapatnam",720273,1224010136,199,F,BCB,AU,P1,NO
"Andhra Medical College, Visakhapatnam",860454,1224020386,166,M,BCC,AU,P1,NO
"Guntur Medical College, Guntur",1930,1201050139,676,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",2725,1201010589,670,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",3203,1201100257,667,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",3318,1201020479,666,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",3519,1201060137,665,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",3993,1201010065,663,F,BCE,AU,P1,NO
"Guntur Medical College, Guntur",4995,1205240396,658,F,OC,SVU,P1,NO
"Guntur Medical College, Guntur",5158,1205260210,657,M,OC,SVU,P1,NO
"Guntur Medical College, Guntur",5599,4201460166,655,M,OC,OU,P1,NO
"Guntur Medical College, Guntur",5737,1201110208,655,M,BCE,AU,P1,NO
"Guntur Medical College, Guntur",6852,1201080199,650,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",7291,1205040683,649,M,OC,SVU,P1,NO
"Guntur Medical College, Guntur",7806,1204020344,647,M,OC,SVU,P1,NO
"Guntur Medical College, Guntur",7974,1201060265,646,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",8101,1205260050,646,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",10529,1201100035,638,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",10789,1201120051,637,F,BCE,AU,P1,NO
"Guntur Medical College, Guntur",11568,1201020210,635,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",11866,1201020275,635,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",11899,1201060062,635,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",12215,1205120373,634,F,BCD,SVU,P1,NO
"Guntur Medical College, Guntur",12871,1205060108,632,F,BCB,APNL,P1,NO
"Guntur Medical College, Guntur",12973,1205250123,632,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",12997,1205010937,632,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",13128,1201080216,631,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",13571,1205250143,630,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",13614,1205170203,630,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",13691,1201100052,630,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",14636,1201060296,628,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",14690,1205020293,628,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",14769,1228040128,628,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",14903,1228020209,627,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",14905,1205210402,627,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",15039,1201020460,627,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",15055,1201020074,627,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",15318,1206050184,626,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",15749,3603060050,625,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",15849,1205020771,625,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",16026,1201030231,625,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",16298,1205030805,625,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",16700,1205180395,623,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",16721,1216010443,623,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",16809,3905090129,623,F,BCA,APNL,P1,NO
"Guntur Medical College, Guntur",16829,1205140293,623,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",17163,1201050199,622,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",17213,1206040009,622,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",17318,1201030361,622,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",17560,1205030048,621,F,BCB,SVU,P1,NO
"Guntur Medical College, Guntur",17628,1229020215,621,M,BCD,AU,P1,NO
"Guntur Medical College, Guntur",17922,1206040449,621,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",17976,1205120250,621,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",18014,1205040368,621,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",18056,1201030375,620,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",18231,1205150237,620,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",18486,1205020801,620,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",18549,1205140366,620,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",18670,1205240205,620,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",18784,1205110102,619,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",18785,1201030242,619,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",18796,1205210063,619,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",18809,1205010417,619,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",18884,1205100096,619,M,BCA,AU,P1,NO
"Guntur Medical College, Guntur",18986,1205260182,619,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",19089,1205230149,619,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",19208,1201030302,618,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",19610,1201040129,617,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",19753,1205170310,617,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",19828,1205010932,617,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",19997,1205150075,616,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",20004,1205100105,616,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",20137,1203010052,616,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",20408,1224010146,615,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",20428,1205110056,615,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",20500,1201110125,615,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",21114,1205040396,614,M,BCE,SVU,P1,NO
"Guntur Medical College, Guntur",21165,1201010575,614,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",21198,1228040041,614,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",21202,1205150059,614,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",21224,1215020269,614,F,BCB,SVU,P1,NO
"Guntur Medical College, Guntur",21306,1206130008,614,M,BCD,AU,P1,NO
"Guntur Medical College, Guntur",21968,1208020138,612,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",22005,1205140402,612,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",22061,1205240102,612,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",22168,1205180289,612,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",22353,1228040001,612,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",22371,1224020502,612,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",22521,1205120452,611,M,BCD,AU,P1,NO
"Guntur Medical College, Guntur",22746,1224070185,611,M,BCD,AU,P1,NO
"Guntur Medical College, Guntur",22816,1205200048,611,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",23174,1205180374,610,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",23199,1228040193,610,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",23326,1205270012,610,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",23603,1205240323,610,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",24331,1205010393,608,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",24378,1205040456,608,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",24577,1206040570,608,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",24729,1205170230,607,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",24831,1201020276,607,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",25185,1201120359,606,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",25329,1205030197,606,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",25407,1205030597,606,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",25766,1205220083,605,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",25811,1205110239,605,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",25953,1228020075,605,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",25960,1205210411,605,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",26052,1205140273,605,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",26412,1205020434,605,M,BCD,AU,P1,NO
"Guntur Medical College, Guntur",26508,1208020378,604,M,BCD,AU,P1,NO
"Guntur Medical College, Guntur",26568,1205030485,604,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",26960,1205060574,603,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",26965,1206120080,603,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",27574,1205270297,602,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",28166,1206070319,601,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",28719,1201020453,600,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",28912,1205130001,600,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",28959,1205080439,600,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",29048,1228030023,600,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",29377,1205270398,599,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",29447,1205220389,599,M,BCD,AU,P1,NO
"Guntur Medical College, Guntur",29523,1205170173,599,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",29619,1205060185,599,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",29681,1205190103,599,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",29829,1205100486,598,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",29840,1205030674,598,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",29896,1205040464,598,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",29995,4219070135,598,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",30564,1205120135,597,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",31936,1205120037,595,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",32980,1205110326,593,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",32985,1201040181,593,M,BCA,AU,P1,NO
"Guntur Medical College, Guntur",33834,1205080398,592,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",34137,1205020428,591,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",35159,1205150412,590,M,BCA,AU,P1,NO
"Guntur Medical College, Guntur",35288,1205010541,590,F,BCC,AU,P1,NO
"Guntur Medical College, Guntur",35641,1213011027,589,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",36777,1222040038,587,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",37422,4117020212,586,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",37931,1224030425,586,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",38238,1228030194,585,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",38285,1201060197,585,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",39383,1201010352,583,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",39419,1222030021,583,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",39445,1205270051,583,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",39807,1206080241,583,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",39968,1205230015,582,M,BCA,AU,P1,NO
"Guntur Medical College, Guntur",40679,1205050095,581,M,BCB,AU,P1,NO
"Guntur Medical College, Guntur",40689,1224020013,581,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",41922,1205030590,580,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",42288,1205200093,579,F,BCB,AU,P1,NO
"Guntur Medical College, Guntur",42404,1205100232,579,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",44121,1201120195,576,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",44952,1208020476,575,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",45230,1205030205,575,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",45903,1205130188,574,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",47068,1220010799,572,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",48358,1205150121,570,M,SC,SVU,P1,NO
"Guntur Medical College, Guntur",50017,1205140426,568,F,ST,SVU,P1,NO
"Guntur Medical College, Guntur",52996,1201100048,564,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",53024,1201050258,564,M,BCE,AU,P1,NO
"Guntur Medical College, Guntur",54071,1201030192,563,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",55903,1205230258,560,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",56453,1201010503,560,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",57443,1201050333,558,F,BCE,AU,P1,NO
"Guntur Medical College, Guntur",60871,1228030216,554,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",61566,3115260212,553,M,ST,AU,P1,NO
"Guntur Medical College, Guntur",62184,1201030371,552,M,BCE,AU,P1,NO
"Guntur Medical College, Guntur",67078,1205040151,546,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",67110,1228010267,546,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",67206,1205100120,546,F,BCE,AU,P1,NO
"Guntur Medical College, Guntur",67590,1201010425,545,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",67758,1206060035,545,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",69015,1228030013,544,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",69355,1228010065,543,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",69469,1205150232,543,F,BCE,AU,P1,NO
"Guntur Medical College, Guntur",71963,1216010277,540,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",71968,1201040074,540,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",72272,1205020292,540,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",72673,1222010530,539,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",73138,1205120210,539,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",73618,1201110198,538,F,ST,AU,P1,NO
"Guntur Medical College, Guntur",74321,1205110414,537,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",74379,1206160140,537,F,BCE,AU,P1,NO
"Guntur Medical College, Guntur",74909,1205090346,537,F,BCE,AU,P1,NO
"Guntur Medical College, Guntur",74963,1205160323,537,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",75144,1205240286,536,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",76552,1205090010,535,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",77839,1206160240,533,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",78597,1209010209,532,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",79034,1201070050,532,F,ST,AU,P1,NO
"Guntur Medical College, Guntur",79416,1201120072,531,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",80233,1205160133,530,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",80624,1216030220,530,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",81012,1206060367,530,M,SC,AU,P1,NO
"Guntur Medical College, Guntur",98579,1205050283,510,F,ST,AU,P1,NO
"Guntur Medical College, Guntur",103038,1205150423,506,F,BCD,AU,P1,NO
"Guntur Medical College, Guntur",112338,1222040116,496,F,ST,AU,P1,NO
"Guntur Medical College, Guntur",119405,1205130163,489,F,ST,AU,P1,NO
"Guntur Medical College, Guntur",120348,1224050173,489,M,ST,AU,P1,NO
"Guntur Medical College, Guntur",121544,1201030435,487,M,ST,AU,P1,NO
"Guntur Medical College, Guntur",122368,1201070052,487,M,ST,AU,P1,NO
"Guntur Medical College, Guntur",123797,1201010273,485,F,ST,AU,P1,NO
"Guntur Medical College, Guntur",132178,1205130392,477,M,ST,AU,P1,NO
"Guntur Medical College, Guntur",133094,1205050071,476,M,ST,AU,P1,NO
"Guntur Medical College, Guntur",415624,1205040635,302,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",418159,1220020044,301,F,OC,AU,P1,NO
"Guntur Medical College, Guntur",444595,1201040408,290,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",553010,1222010345,249,M,OC,AU,P1,NO
"Guntur Medical College, Guntur",752022,1216030017,191,F,SC,AU,P1,NO
"Guntur Medical College, Guntur",798637,1208020217,180,F,BCA,AU,P1,NO
"Guntur Medical College, Guntur",1184319,1205020003,111,M,BCE,AU,P1,NO
"Rangaraya Medical College, Kakinada",6689,4223010226,651,M,OC,OU,P1,NO
"Rangaraya Medical College, Kakinada",7833,1228030142,647,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",8062,4201060203,646,F,OC,OU,P1,NO
"Rangaraya Medical College, Kakinada",8416,1205040010,645,M,OC,SVU,P1,NO
"Rangaraya Medical College, Kakinada",9156,1205270134,642,F,OC,SVU,P1,NO
"Rangaraya Medical College, Kakinada",10651,4201150048,638,M,OC,OU,P1,NO
"Rangaraya Medical College, Kakinada",10843,4201450326,637,F,OC,OU,P1,NO
"Rangaraya Medical College, Kakinada",12507,1203020567,633,F,OC,SVU,P1,NO
"Rangaraya Medical College, Kakinada",12631,1224080002,633,M,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",13181,1220050100,631,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",13869,1224020287,630,M,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",14498,1220070283,628,M,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",14944,1229040146,627,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",14946,1224070168,627,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",15002,1224040009,627,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",15291,1204040594,626,M,BCD,SVU,P1,NO
"Rangaraya Medical College, Kakinada",15437,1220030354,626,M,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",15881,1206080151,625,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",15906,1206040231,625,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",15927,1206060145,625,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",16205,1220030229,625,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",16454,1206060242,624,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",16902,1206030587,623,M,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",17007,1205260010,623,M,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",17227,1224030130,622,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",17485,1206030581,622,M,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",17569,1220010155,621,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",17757,1205030177,621,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",18065,1206090306,620,M,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",18325,1228010069,620,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",18661,1228010121,620,M,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",18662,1224020254,620,M,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",18768,1204060218,619,M,BCD,SVU,P1,NO
"Rangaraya Medical College, Kakinada",18840,1224020414,619,M,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",18861,1206100271,619,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",18905,1224060240,619,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",18912,1206090216,619,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",18913,1228010325,619,M,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",18934,1224030089,619,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",19117,1206060241,618,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",19479,1206130162,617,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",19641,1229010263,617,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",19749,1225030026,617,M,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",19756,1220060252,617,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",19845,1205230277,617,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",19924,1224030434,616,M,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",19928,1206110092,616,F,OC,AU,P1,NO
