,COLLEGE,RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,EWS
1079,"Government Dental College and Hospital, Kadapa",153232,4201190158,458,M,BCE,SVU,P2,NO
1080,"Government Dental College and Hospital, Kadapa",154623,1203010769,457,F,BCA,SVU,P2,NO
1081,"Government Dental College and Hospital, Kadapa",156440,1219030163,456,F,BCE,SVU,P2,NO
1082,"Government Dental College and Hospital, Kadapa",156703,1205140180,456,M,OC,SVU,P2,NO
1083,"Government Dental College and Hospital, Kadapa",157249,1205080363,455,F,OC,SVU,P2,NO
1084,"Government Dental College and Hospital, Kadapa",157979,1221020525,455,M,BCD,SVU,P2,NO
1085,"Government Dental College and Hospital, Kadapa",158213,1205190158,454,F,OC,SVU,P2,NO
1086,"Government Dental College and Hospital, Kadapa",158788,1205060426,454,M,BCD,SVU,P2,NO
1087,"Government Dental College and Hospital, Kadapa",158877,1212010156,454,F,OC,SVU,P2,NO
1088,"Government Dental College and Hospital, Kadapa",160529,1221030055,452,F,OC,SVU,P2,NO
1089,"Government Dental College and Hospital, Kadapa",160729,1205060204,452,M,OC,SVU,P2,NO
1090,"Government Dental College and Hospital, Kadapa",160939,1219020245,452,F,BCB,SVU,P2,NO
1091,"Government Dental College and Hospital, Kadapa",161788,1203060609,451,F,BCE,SVU,P2,NO
1092,"Government Dental College and Hospital, Kadapa",162126,1205050281,451,F,OC,SVU,P2,NO
1093,"Government Dental College and Hospital, Kadapa",162956,1205120466,450,F,OC,SVU,P2,NO
1094,"Government Dental College and Hospital, Kadapa",163092,1215030019,450,F,SC,SVU,P2,NO
1095,"Government Dental College and Hospital, Kadapa",164113,1205120435,449,M,BCD,SVU,P2,NO
1096,"Government Dental College and Hospital, Kadapa",164638,1202040336,449,F,BCB,SVU,P2,NO
1097,"Government Dental College and Hospital, Kadapa",167674,1203010825,446,F,BCB,SVU,P2,NO
1098,"Government Dental College and Hospital, Kadapa",168947,1202040124,445,F,SC,SVU,P2,NO
1099,"Government Dental College and Hospital, Kadapa",170282,1203060797,444,M,SC,SVU,P2,NO
1100,"Government Dental College and Hospital, Kadapa",171218,4201200494,443,F,BCB,SVU,P2,NO
1101,"Government Dental College and Hospital, Kadapa",171537,1203050070,443,F,SC,SVU,P1,NO
1102,"Government Dental College and Hospital, Kadapa",172536,1205160475,442,M,BCD,SVU,P2,NO
1103,"Government Dental College and Hospital, Kadapa",172542,1203060092,442,M,SC,SVU,P1,NO
1104,"Government Dental College and Hospital, Kadapa",186611,1205010899,431,M,SC,SVU,P1,NO
1105,"Government Dental College and Hospital, Kadapa",189562,1202011046,429,M,SC,SVU,P2,NO
1106,"Government Dental College and Hospital, Kadapa",192715,1205190396,427,F,BCD,SVU,P2,NO
1107,"Government Dental College and Hospital, Kadapa",194799,1205150375,425,M,BCD,SVU,P2,NO
1108,"Government Dental College and Hospital, Kadapa",194925,1212040026,425,F,SC,SVU,P2,NO
1109,"Government Dental College and Hospital, Kadapa",201346,1203040463,420,F,BCD,SVU,P2,NO
1110,"Government Dental College and Hospital, Kadapa",204129,1205270135,418,F,SC,SVU,P2,NO
1111,"Government Dental College and Hospital, Kadapa",204152,1202030755,418,F,SC,SVU,P2,NO
1112,"Government Dental College and Hospital, Kadapa",211066,1219020020,413,F,SC,SVU,P2,NO
1113,"Government Dental College and Hospital, Kadapa",211142,1205010798,413,M,ST,AU,P1,NO
1114,"Government Dental College and Hospital, Kadapa",211275,1205010426,413,F,SC,SVU,P2,NO
1115,"Government Dental College and Hospital, Kadapa",212949,1219010089,412,F,SC,SVU,P2,NO
1116,"Government Dental College and Hospital, Kadapa",213977,1204020294,411,F,SC,SVU,P2,NO
1117,"Government Dental College and Hospital, Kadapa",214039,1203060654,411,F,BCC,SVU,P2,NO
1118,"Government Dental College and Hospital, Kadapa",283524,1212010321,367,F,ST,SVU,P2,NO
1119,"Government Dental College and Hospital, Kadapa",290359,1203060818,363,F,ST,SVU,P2,NO
1120,"Government Dental College and Hospital, Kadapa",297632,4201280266,359,F,ST,SVU,P2,NO
1121,"Government Dental College and Hospital, Kadapa",299267,2712060857,358,M,ST,SVU,P2,NO
1122,"Government Dental College and Hospital, Vijayawada",65316,1201060066,548,F,OC,AU,P1,NO
1123,"Government Dental College and Hospital, Vijayawada",72893,1205170425,539,F,OC,SVU,P2,NO
1124,"Government Dental College and Hospital, Vijayawada",73475,1228010090,538,M,OC,AU,P2,NO
1125,"Government Dental College and Hospital, Vijayawada",80016,1205190009,531,F,OC,AU,P2,NO
1126,"Government Dental College and Hospital, Vijayawada",81266,1205030680,529,M,BCD,AU,P2,NO
1127,"Government Dental College and Hospital, Vijayawada",83227,1206030545,527,F,BCD,AU,P2,NO
1128,"Government Dental College and Hospital, Vijayawada",86654,1225040188,523,F,BCD,AU,P2,NO
1129,"Government Dental College and Hospital, Vijayawada",88399,1205040713,521,F,OC,SVU,P2,NO
1130,"Government Dental College and Hospital, Vijayawada",88624,1204010250,521,M,OC,SVU,P2,NO
1131,"Government Dental College and Hospital, Vijayawada",90404,1204030432,519,F,OC,SVU,P2,NO
1133,"Government Dental College and Hospital, Vijayawada",96142,1205020794,513,F,OC,AU,P2,NO
1134,"Government Dental College and Hospital, Vijayawada",96816,1205020527,512,M,BCD,AU,P2,NO
1135,"Government Dental College and Hospital, Vijayawada",100518,1224060117,508,F,OC,AU,P2,NO
1136,"Government Dental College and Hospital, Vijayawada",102308,1228020117,506,F,OC,AU,P2,NO
1137,"Government Dental College and Hospital, Vijayawada",102358,1205150122,506,F,BCD,AU,P2,NO
1138,"Government Dental College and Hospital, Vijayawada",104361,1214010293,504,F,OC,AU,P2,NO
1139,"Government Dental College and Hospital, Vijayawada",105297,1222010480,503,M,OC,SVU,P2,NO
1140,"Government Dental College and Hospital, Vijayawada",119404,1204040532,489,F,BCD,SVU,P1,NO
1141,"Government Dental College and Hospital, Vijayawada",160523,1205040307,452,F,SC,AU,P1,NO
1142,"Government Dental College and Hospital, Vijayawada",160562,1205110161,452,F,SC,AU,P1,NO
1143,"Government Dental College and Hospital, Vijayawada",166791,1205010447,447,M,SC,SVU,P2,NO
1144,"Government Dental College and Hospital, Vijayawada",168050,4203010053,446,F,OC,OU,P1,NO
1145,"Government Dental College and Hospital, Vijayawada",212642,4208040456,412,M,BCD,OU,P1,NO
1146,"Government Dental College and Hospital, Vijayawada",213111,1208020088,412,F,ST,AU,P1,NO
1147,"Government Dental College and Hospital, Vijayawada",269974,4201080479,375,F,SC,OU,P2,NO
1148,"Government Dental College and Hospital, Vijayawada",278396,4205020444,370,F,OC,OU,P2,NO
1149,"Government Dental College and Hospital, Vijayawada",278637,1205150337,370,F,BCB,OUAPNL,P2,NO
1150,"Government Dental College and Hospital, Vijayawada",313062,4208020194,351,F,ST,OU,P2,NO
1151,"Government Dental College and Hospital, Vijayawada",314018,4223040224,350,F,SC,OUAPNL,P2,NO
1152,"Government Dental College and Hospital, Vijayawada",317755,4205040053,348,F,BCD,OU,P2,NO
1153,"Government Dental College and Hospital, Vijayawada",321723,4205040416,346,F,BCB,OU,P2,NO
1154,"Government Dental College and Hospital, Vijayawada",433143,4203020322,295,M,BCE,OU,P2,NO
1155,"Government Dental College and Hospital, Vijayawada",994123,4201100542,140,F,BCA,OU,P2,NO
1156,"GSL Dental College and Hospital, Rajamahendravaram",100521,1224020437,508,M,OC,AU,P2,NO
1157,"GSL Dental College and Hospital, Rajamahendravaram",139633,1224040281,470,F,OC,AU,P2,NO
1158,"GSL Dental College and Hospital, Rajamahendravaram",144062,1201010126,466,F,OC,AU,P2,NO
1159,"GSL Dental College and Hospital, Rajamahendravaram",148377,1224010084,463,F,OC,AU,P2,NO
1160,"GSL Dental College and Hospital, Rajamahendravaram",148631,1220040024,462,M,BCA,AU,P1,NO
1161,"GSL Dental College and Hospital, Rajamahendravaram",155949,1205060167,456,F,BCD,AU,P2,NO
1162,"GSL Dental College and Hospital, Rajamahendravaram",156173,1205090345,456,F,OC,AU,P2,NO
1163,"GSL Dental College and Hospital, Rajamahendravaram",158200,1205200146,454,F,BCD,AU,P2,NO
1164,"GSL Dental College and Hospital, Rajamahendravaram",164595,1220060052,449,M,OC,AU,P2,NO
1165,"GSL Dental College and Hospital, Rajamahendravaram",170488,1201010441,444,F,OC,AU,P2,NO
1166,"GSL Dental College and Hospital, Rajamahendravaram",181345,1228020212,435,F,BCD,AU,P2,NO
1167,"GSL Dental College and Hospital, Rajamahendravaram",182204,1205170164,435,F,BCD,AU,P2,NO
1168,"GSL Dental College and Hospital, Rajamahendravaram",184364,1205100181,433,F,BCA,AU,P2,NO
1169,"GSL Dental College and Hospital, Rajamahendravaram",187365,1205110023,431,F,BCC,AU,P2,NO
1170,"GSL Dental College and Hospital, Rajamahendravaram",188331,1228010231,430,F,BCD,AU,P2,NO
1171,"GSL Dental College and Hospital, Rajamahendravaram",194002,1224040226,426,F,SC,AU,P2,NO
1172,"GSL Dental College and Hospital, Rajamahendravaram",198459,1205140420,423,F,BCD,AU,P2,NO
1173,"GSL Dental College and Hospital, Rajamahendravaram",198534,1224050014,422,F,BCE,AU,P2,NO
1174,"GSL Dental College and Hospital, Rajamahendravaram",198929,1206020494,422,F,OC,AU,P2,NO
1175,"GSL Dental College and Hospital, Rajamahendravaram",199020,1206060187,422,F,BCB,AU,P2,NO
1176,"GSL Dental College and Hospital, Rajamahendravaram",201196,1213010151,420,F,BCC,AU,P2,NO
1177,"GSL Dental College and Hospital, Rajamahendravaram",201270,1224080035,420,F,BCD,AU,P2,NO
1178,"GSL Dental College and Hospital, Rajamahendravaram",205459,1224040132,417,F,SC,AU,P2,NO
1179,"GSL Dental College and Hospital, Rajamahendravaram",205983,1224040045,417,M,OC,AU,P2,NO
1180,"GSL Dental College and Hospital, Rajamahendravaram",209965,1206070146,414,F,BCB,AU,P2,NO
1181,"GSL Dental College and Hospital, Rajamahendravaram",216706,1204040248,409,F,BCB,SVU,P2,NO
1182,"GSL Dental College and Hospital, Rajamahendravaram",220549,1205170086,407,F,OC,AU,P2,NO
1183,"GSL Dental College and Hospital, Rajamahendravaram",221012,1205210221,406,F,BCE,AU,P2,NO
1184,"GSL Dental College and Hospital, Rajamahendravaram",222977,1205200355,405,F,SC,AU,P2,NO
1185,"GSL Dental College and Hospital, Rajamahendravaram",225992,1220020402,403,F,BCA,AU,P2,NO
1186,"GSL Dental College and Hospital, Rajamahendravaram",227174,1205130008,402,F,BCA,AU,P1,NO
1187,"GSL Dental College and Hospital, Rajamahendravaram",228510,1206120045,401,F,BCD,AU,P2,NO
1188,"GSL Dental College and Hospital, Rajamahendravaram",230153,1205030645,400,F,BCB,AU,P2,NO
1189,"GSL Dental College and Hospital, Rajamahendravaram",231401,1201010222,399,M,BCB,AU,P2,NO
1190,"GSL Dental College and Hospital, Rajamahendravaram",231471,1205130126,399,F,BCB,AU,P2,NO
1191,"GSL Dental College and Hospital, Rajamahendravaram",231487,1205110236,399,F,BCB,AU,P2,NO
1192,"GSL Dental College and Hospital, Rajamahendravaram",233431,1220020156,398,M,SC,AU,P2,NO
1193,"GSL Dental College and Hospital, Rajamahendravaram",237331,1205160237,395,M,SC,AU,P2,NO
1194,"GSL Dental College and Hospital, Rajamahendravaram",242258,1205160163,392,F,SC,AU,P2,NO
1195,"GSL Dental College and Hospital, Rajamahendravaram",242470,1205270200,392,F,BCD,AU,P2,NO
1196,"GSL Dental College and Hospital, Rajamahendravaram",242537,1216030386,392,M,SC,AU,P2,NO
1197,"GSL Dental College and Hospital, Rajamahendravaram",245618,1224080019,390,M,ST,AU,P1,NO
1198,"GSL Dental College and Hospital, Rajamahendravaram",248639,1206030034,388,F,BCA,AU,P2,NO
1200,"GSL Dental College and Hospital, Rajamahendravaram",255301,1201120176,384,F,BCD,AU,P2,NO
1201,"GSL Dental College and Hospital, Rajamahendravaram",263508,1206070058,379,F,BCD,AU,P2,NO
1202,"GSL Dental College and Hospital, Rajamahendravaram",271957,1205230403,374,F,BCA,AU,P2,NO
1203,"GSL Dental College and Hospital, Rajamahendravaram",283462,1206060256,367,M,BCE,AU,P2,NO
1204,"GSL Dental College and Hospital, Rajamahendravaram",374184,1224080042,320,F,ST,AU,P2,NO
1205,"GSL Dental College and Hospital, Rajamahendravaram",378884,1206080158,318,F,ST,AU,P2,NO
1206,"KIMS Dental College and Hospital, Amalapuram",156980,1220080179,455,F,BCB,AU,P2,NO
1207,"KIMS Dental College and Hospital, Amalapuram",160813,1205160225,452,F,BCB,AU,P2,NO
1208,"KIMS Dental College and Hospital, Amalapuram",167609,1205040141,446,F,BCB,AU,P2,NO
1209,"KIMS Dental College and Hospital, Amalapuram",175949,1205100372,440,F,OC,AU,P2,NO
1210,"KIMS Dental College and Hospital, Amalapuram",208636,1224050109,415,F,BCA,AU,P2,NO
1211,"KIMS Dental College and Hospital, Amalapuram",214946,1219030039,411,F,BCB,SVU,P2,NO
1212,"KIMS Dental College and Hospital, Amalapuram",215412,1205050233,410,F,OC,AU,P2,NO
1213,"KIMS Dental College and Hospital, Amalapuram",221474,1224010198,406,F,OC,AU,P2,NO
1214,"KIMS Dental College and Hospital, Amalapuram",224166,1220010902,404,F,OC,AU,P2,NO
1215,"KIMS Dental College and Hospital, Amalapuram",224831,1201030306,404,F,OC,AU,P2,NO
1216,"KIMS Dental College and Hospital, Amalapuram",227233,1202020223,402,F,SC,SVU,P2,NO
1217,"KIMS Dental College and Hospital, Amalapuram",229071,1205120485,401,M,OC,AU,P2,NO
1218,"KIMS Dental College and Hospital, Amalapuram",229839,4201300073,400,M,OC,AU,P2,NO
1219,"KIMS Dental College and Hospital, Amalapuram",230184,4219040096,400,M,OC,AU,P2,NO
1220,"KIMS Dental College and Hospital, Amalapuram",231508,1205220348,399,M,OC,AU,P2,NO
1221,"KIMS Dental College and Hospital, Amalapuram",235172,1204020617,397,F,BCD,SVU,P2,NO
1222,"KIMS Dental College and Hospital, Amalapuram",238292,1205140026,395,F,BCB,AU,P1,NO
1223,"KIMS Dental College and Hospital, Amalapuram",239012,1202020227,394,F,BCA,SVU,P2,NO
1224,"KIMS Dental College and Hospital, Amalapuram",248330,1228030113,388,F,BCA,AU,P2,NO
1225,"KIMS Dental College and Hospital, Amalapuram",248419,1220060201,388,F,BCB,AU,P1,NO
1226,"KIMS Dental College and Hospital, Amalapuram",261181,1216010044,380,F,SC,AU,P2,NO
1227,"KIMS Dental College and Hospital, Amalapuram",261468,1228020078,380,M,BCA,AU,P2,NO
1228,"KIMS Dental College and Hospital, Amalapuram",264946,1206010427,378,F,OC,AU,P1,NO
1229,"KIMS Dental College and Hospital, Amalapuram",266367,1201080245,377,M,BCB,AU,P1,NO
1230,"KIMS Dental College and Hospital, Amalapuram",266916,1205030231,377,M,SC,AU,P2,NO
1231,"KIMS Dental College and Hospital, Amalapuram",267886,1220020493,376,F,SC,AU,P2,NO
1232,"KIMS Dental College and Hospital, Amalapuram",268819,1206060516,376,M,BCD,AU,P2,NO
1233,"KIMS Dental College and Hospital, Amalapuram",271442,1205040216,374,M,SC,AU,P2,NO
1234,"KIMS Dental College and Hospital, Amalapuram",274596,1205210410,372,F,BCB,AU,P2,NO
1235,"KIMS Dental College and Hospital, Amalapuram",281454,1228010215,368,F,BCB,AU,P2,NO
1236,"KIMS Dental College and Hospital, Amalapuram",281984,1228010237,368,F,SC,AU,P2,NO
1237,"KIMS Dental College and Hospital, Amalapuram",282112,1224020240,368,M,BCD,AU,P2,NO
1238,"KIMS Dental College and Hospital, Amalapuram",283518,1205150041,367,F,SC,AU,P2,NO
1239,"KIMS Dental College and Hospital, Amalapuram",285261,1222010341,366,M,SC,AU,P2,NO
1240,"KIMS Dental College and Hospital, Amalapuram",286940,1216010450,365,M,SC,AU,P2,NO
1241,"KIMS Dental College and Hospital, Amalapuram",288104,1212020472,365,M,SC,AU,P2,NO
1242,"KIMS Dental College and Hospital, Amalapuram",292504,1205270443,362,F,BCD,AU,P2,NO
1243,"KIMS Dental College and Hospital, Amalapuram",293884,1205150279,361,F,BCA,AU,P2,NO
1244,"KIMS Dental College and Hospital, Amalapuram",294158,1205040003,361,F,BCA,AU,P2,NO
1245,"KIMS Dental College and Hospital, Amalapuram",296900,1206070299,360,F,BCD,AU,P2,NO
1246,"KIMS Dental College and Hospital, Amalapuram",305739,1206040143,355,F,BCD,AU,P2,NO
1247,"KIMS Dental College and Hospital, Amalapuram",308361,1205030512,353,F,BCB,AU,P2,NO
1248,"KIMS Dental College and Hospital, Amalapuram",308454,1222010526,353,F,BCD,AU,P2,NO
1249,"KIMS Dental College and Hospital, Amalapuram",308783,1201100239,353,F,BCB,AU,P2,NO
1250,"KIMS Dental College and Hospital, Amalapuram",310627,1206080396,352,F,BCB,AU,P2,NO
1251,"KIMS Dental College and Hospital, Amalapuram",363545,1224020485,325,F,BCE,AU,P2,NO
1252,"KIMS Dental College and Hospital, Amalapuram",372515,1205030051,321,F,BCE,AU,P2,NO
1253,"KIMS Dental College and Hospital, Amalapuram",411012,1206090420,304,F,ST,AU,P2,NO
1254,"KIMS Dental College and Hospital, Amalapuram",424635,1206140123,298,F,ST,AU,P2,NO
1255,"KIMS Dental College and Hospital, Amalapuram",433532,1205150144,294,F,ST,AU,P2,NO
1256,"Lenora Institute of Dental Sciences, Rajamahendravaram",147771,1224080018,463,F,OC,AU,P2,NO
1257,"Lenora Institute of Dental Sciences, Rajamahendravaram",154466,1224070209,457,F,BCB,AU,P2,NO
1258,"Lenora Institute of Dental Sciences, Rajamahendravaram",161374,1213010305,452,F,OC,AU,P2,NO
1259,"Lenora Institute of Dental Sciences, Rajamahendravaram",176914,1203010164,439,F,BCD,SVU,P1,NO
1260,"Lenora Institute of Dental Sciences, Rajamahendravaram",193110,1222020263,426,F,OC,AU,P2,NO
1261,"Lenora Institute of Dental Sciences, Rajamahendravaram",218236,1224020375,408,F,SC,AU,P2,NO
1262,"Lenora Institute of Dental Sciences, Rajamahendravaram",222550,1201040208,405,F,OC,AU,P2,NO
1263,"Lenora Institute of Dental Sciences, Rajamahendravaram",224346,1215030029,404,F,BCB,SVU,P2,NO
1264,"Lenora Institute of Dental Sciences, Rajamahendravaram",225627,1220030190,403,F,OC,AU,P2,NO
1265,"Lenora Institute of Dental Sciences, Rajamahendravaram",226183,1205120039,403,F,OC,AU,P2,NO
1266,"Lenora Institute of Dental Sciences, Rajamahendravaram",228864,1205100167,401,M,BCC,AU,P2,NO
1267,"Lenora Institute of Dental Sciences, Rajamahendravaram",229540,1206030173,401,F,OC,AU,P2,NO
1268,"Lenora Institute of Dental Sciences, Rajamahendravaram",229902,1223020056,400,F,BCB,SVU,P2,NO
1269,"Lenora Institute of Dental Sciences, Rajamahendravaram",231592,1202020082,399,M,SC,SVU,P2,NO
1270,"Lenora Institute of Dental Sciences, Rajamahendravaram",231802,1220010494,399,F,OC,AU,P2,NO
1271,"Lenora Institute of Dental Sciences, Rajamahendravaram",233042,1201090148,398,F,BCC,AU,P2,NO
1272,"Lenora Institute of Dental Sciences, Rajamahendravaram",237935,1220010520,395,F,BCA,AU,P1,NO
1273,"Lenora Institute of Dental Sciences, Rajamahendravaram",240853,1201030070,393,F,SC,AU,P2,NO
1274,"Lenora Institute of Dental Sciences, Rajamahendravaram",242355,1205070377,392,F,BCD,AU,P2,NO
1275,"Lenora Institute of Dental Sciences, Rajamahendravaram",248450,1201080332,388,F,BCE,AU,P1,NO
1276,"Lenora Institute of Dental Sciences, Rajamahendravaram",252194,1214010523,386,F,BCC,AU,P2,NO
1277,"Lenora Institute of Dental Sciences, Rajamahendravaram",253142,1224040082,385,F,BCB,AU,P2,NO
1278,"Lenora Institute of Dental Sciences, Rajamahendravaram",264704,4201270237,378,M,SC,AU,P2,NO
1279,"Lenora Institute of Dental Sciences, Rajamahendravaram",266476,1224020456,377,F,BCB,AU,P2,NO
1280,"Lenora Institute of Dental Sciences, Rajamahendravaram",267897,1205240354,376,F,SC,AU,P2,NO
1281,"Lenora Institute of Dental Sciences, Rajamahendravaram",274747,1206090267,372,F,SC,AU,P2,NO
1282,"Lenora Institute of Dental Sciences, Rajamahendravaram",275633,1206010289,372,F,BCD,AU,P2,NO
1283,"Lenora Institute of Dental Sciences, Rajamahendravaram",276454,1220010327,371,F,SC,AU,P2,NO
1284,"Lenora Institute of Dental Sciences, Rajamahendravaram",284940,1224020067,366,M,SC,AU,P2,NO
1285,"Lenora Institute of Dental Sciences, Rajamahendravaram",285050,1201070186,366,F,SC,AU,P2,NO
1286,"Lenora Institute of Dental Sciences, Rajamahendravaram",285710,1224070052,366,M,BCA,AU,P2,NO
1287,"Lenora Institute of Dental Sciences, Rajamahendravaram",288556,1206030109,364,F,BCA,AU,P2,NO
1288,"Lenora Institute of Dental Sciences, Rajamahendravaram",290276,1205210406,363,F,BCB,AU,P2,NO
1289,"Lenora Institute of Dental Sciences, Rajamahendravaram",292218,1205210220,362,M,BCB,AU,P2,NO
1290,"Lenora Institute of Dental Sciences, Rajamahendravaram",294034,1201020271,361,F,BCD,AU,P2,NO
1291,"Lenora Institute of Dental Sciences, Rajamahendravaram",298938,1224050197,359,M,BCD,AU,P2,NO
1292,"Lenora Institute of Dental Sciences, Rajamahendravaram",299238,1220060111,358,F,BCB,AU,P2,NO
1293,"Lenora Institute of Dental Sciences, Rajamahendravaram",299598,1228040126,358,F,BCA,AU,P2,NO
1294,"Lenora Institute of Dental Sciences, Rajamahendravaram",299674,1205150348,358,F,BCA,AU,P2,NO
1295,"Lenora Institute of Dental Sciences, Rajamahendravaram",300529,1225040136,358,F,BCD,AU,P2,NO
1296,"Lenora Institute of Dental Sciences, Rajamahendravaram",304234,1206030410,356,F,BCA,AU,P2,NO
1297,"Lenora Institute of Dental Sciences, Rajamahendravaram",304961,1206070258,355,F,BCB,AU,P2,NO
1298,"Lenora Institute of Dental Sciences, Rajamahendravaram",317762,1205010943,348,M,BCB,AU,P2,NO
1299,"Lenora Institute of Dental Sciences, Rajamahendravaram",321752,1205270083,346,F,BCB,AU,P2,NO
1300,"Lenora Institute of Dental Sciences, Rajamahendravaram",322017,1222020082,346,M,BCB,AU,P2,NO
1301,"Lenora Institute of Dental Sciences, Rajamahendravaram",322325,1205030617,346,M,BCB,AU,P2,NO
1302,"Lenora Institute of Dental Sciences, Rajamahendravaram",347129,1224070081,333,F,BCE,AU,P2,NO
1303,"Lenora Institute of Dental Sciences, Rajamahendravaram",385587,1205180475,315,F,ST,AU,P2,NO
1304,"Lenora Institute of Dental Sciences, Rajamahendravaram",413567,1206050243,303,F,ST,AU,P2,NO
1305,"Lenora Institute of Dental Sciences, Rajamahendravaram",443183,1205260060,290,M,ST,AU,P2,NO
1306,"Narayana Dental College and Hospital, Nellore",84779,1223010007,525,F,OC,SVU,P1,NO
1307,"Narayana Dental College and Hospital, Nellore",97690,1205050041,511,F,OC,SVU,P2,NO
1308,"Narayana Dental College and Hospital, Nellore",99753,1203030084,509,F,OC,SVU,P2,NO
1309,"Narayana Dental College and Hospital, Nellore",108112,1203040329,500,F,OC,SVU,P2,NO
1310,"Narayana Dental College and Hospital, Nellore",109813,1205040269,499,F,OC,AU,P2,NO
1311,"Narayana Dental College and Hospital, Nellore",112199,1205220293,496,F,OC,AU,P2,NO
1312,"Narayana Dental College and Hospital, Nellore",113131,1203060450,495,F,OC,SVU,P1,NO
1313,"Narayana Dental College and Hospital, Nellore",127749,1205200223,481,F,OC,SVU,P1,NO
1314,"Narayana Dental College and Hospital, Nellore",132141,1204010478,477,F,OC,SVU,P1,NO
1315,"Narayana Dental College and Hospital, Nellore",133266,1219020157,476,M,BCD,SVU,P1,NO
1316,"Narayana Dental College and Hospital, Nellore",147052,1205050097,464,F,OC,SVU,P2,NO
1317,"Narayana Dental College and Hospital, Nellore",149844,1203010033,461,F,BCA,SVU,P2,NO
1318,"Narayana Dental College and Hospital, Nellore",150640,1204030295,461,M,OC,SVU,P1,NO
1319,"Narayana Dental College and Hospital, Nellore",153755,1205140172,458,F,BCB,SVU,P2,NO
1320,"Narayana Dental College and Hospital, Nellore",156127,1203060551,456,M,BCD,SVU,P2,NO
1321,"Narayana Dental College and Hospital, Nellore",159862,1205050670,453,F,OC,SVU,P2,NO
1322,"Narayana Dental College and Hospital, Nellore",163007,1203010675,450,F,BCA,SVU,P2,NO
1323,"Narayana Dental College and Hospital, Nellore",165424,1203010007,448,F,SC,SVU,P2,NO
1324,"Narayana Dental College and Hospital, Nellore",168785,1205150403,445,F,OC,SVU,P2,NO
1325,"Narayana Dental College and Hospital, Nellore",171505,1205060184,443,M,OC,SVU,P2,NO
1326,"Narayana Dental College and Hospital, Nellore",173773,1219040067,441,F,BCA,SVU,P2,NO
1327,"Narayana Dental College and Hospital, Nellore",174024,1219020526,441,F,BCE,SVU,P2,NO
1328,"Narayana Dental College and Hospital, Nellore",180799,1203020770,436,M,BCA,SVU,P2,NO
1329,"Narayana Dental College and Hospital, Nellore",181388,1202040402,435,F,BCE,SVU,P2,NO
1330,"Narayana Dental College and Hospital, Nellore",184006,4201480296,433,F,BCE,SVU,P2,NO
1331,"Narayana Dental College and Hospital, Nellore",184035,1205170288,433,M,BCB,SVU,P1,NO
1332,"Narayana Dental College and Hospital, Nellore",185393,1204070023,432,M,BCB,SVU,P1,NO
1333,"Narayana Dental College and Hospital, Nellore",185416,1219040042,432,M,BCE,SVU,P2,NO
1334,"Narayana Dental College and Hospital, Nellore",191651,1204010652,428,F,BCA,SVU,P2,NO
1335,"Narayana Dental College and Hospital, Nellore",191799,1212020438,427,M,BCE,SVU,P2,NO
1336,"Narayana Dental College and Hospital, Nellore",193588,1203020374,426,F,SC,SVU,P1,NO
1337,"Narayana Dental College and Hospital, Nellore",202689,1203060740,419,F,SC,SVU,P2,NO
1338,"Narayana Dental College and Hospital, Nellore",202752,1209010532,419,F,BCB,SVU,P2,NO
1339,"Narayana Dental College and Hospital, Nellore",203169,1205140162,419,F,BCA,SVU,P2,NO
1340,"Narayana Dental College and Hospital, Nellore",207324,1203030385,416,F,BCB,SVU,P2,NO
1341,"Narayana Dental College and Hospital, Nellore",208379,1202030650,415,M,BCD,SVU,P2,NO
1342,"Narayana Dental College and Hospital, Nellore",208466,1204010744,415,F,BCB,SVU,P2,NO
1343,"Narayana Dental College and Hospital, Nellore",209705,1203040565,414,F,SC,SVU,P2,NO
1344,"Narayana Dental College and Hospital, Nellore",211679,1203030558,413,F,BCA,SVU,P2,NO
1345,"Narayana Dental College and Hospital, Nellore",215245,1203040274,410,F,BCD,SVU,P2,NO
1346,"Narayana Dental College and Hospital, Nellore",216869,1212010781,409,F,BCD,SVU,P2,NO
1347,"Narayana Dental College and Hospital, Nellore",217008,1202010720,409,F,SC,SVU,P2,NO
1348,"Narayana Dental College and Hospital, Nellore",217340,1202020966,409,M,BCD,SVU,P2,NO
1349,"Narayana Dental College and Hospital, Nellore",218739,1205250081,408,F,SC,SVU,P2,NO
1350,"Narayana Dental College and Hospital, Nellore",219887,1221010699,407,F,SC,SVU,P2,NO
1351,"Narayana Dental College and Hospital, Nellore",221278,1202070024,406,F,SC,SVU,P2,NO
1352,"Narayana Dental College and Hospital, Nellore",306503,1212030143,354,F,ST,SVU,P2,NO
1353,"Narayana Dental College and Hospital, Nellore",316874,1203010840,349,M,ST,SVU,P2,NO
1354,"Narayana Dental College and Hospital, Nellore",324421,1204010877,345,F,ST,SVU,P2,NO
1356,"Nimra Institute of Dental Sciences, Vijayawada",180143,1202030578,436,F,OC,SVU,P2,NO
1357,"Nimra Institute of Dental Sciences, Vijayawada",184075,1219020491,433,F,OC,SVU,P2,NO
1358,"Nimra Institute of Dental Sciences, Vijayawada",195881,1205050454,424,F,BCE,SVU,P2,NO
1359,"Nimra Institute of Dental Sciences, Vijayawada",201438,1205170190,420,M,BCE,SVU,P2,NO
